5,7,5,5,1,1,2,2,2,1,6,1,1,2,2,2,2,2,6,1,1,2,2,2,2,2,6,2,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
5,7,5,7,5,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,6,2,2,1,1,2,2,1,2,2,1,2,2,6,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
5,8,5,8,5,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
7,5,5,7,5,5,1,1,1,1,1,1,3,1,3,2,1,3,2,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
7,5,7,5,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
5,7,9,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
8,5,7,5,5,1,1,1,3,1,3,1,3,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
5,7,5,8,2,1,1,1,1,1,1,2,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,6,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
5,7,5,7,5,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,6,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
5,7,5,7,5,1,1,1,1,2,2,2,2,2,2,2,2,2,6,2,1,1,1,2,1,2,2,2,1,2,2,6,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
5,7,5,8,5,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,
5,7,5,7,5,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
7,5,8,5,5,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,6,2,2,2,2,1,1,1,2,2,2,2,2,6,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,,,,
5,7,5,5,1,1,1,1,1,1,2,1,1,1,1,2,1,2,,3,1,2,1,2,1,3,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,
7,5,7,5,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,3,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,6,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
5,7,5,5,2,1,1,1,6,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
5,7,5,7,5,1,1,1,1,1,1,3,1,1,2,2,1,2,2,2,1,1,1,1,1,2,2,6,2,2,2,2,2,2,2,2,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
7,5,5,1,1,1,1,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
5,7,5,1,1,1,3,1,1,1,1,1,3,3,2,2,2,6,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
9,5,8,5,2,1,2,1,1,1,1,3,1,1,2,2,2,1,1,1,1,1,2,6,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
5,7,5,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,6,2,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
5,7,5,1,1,1,1,1,1,2,,1,2,2,3,2,2,1,2,2,2,1,2,2,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,,,,,,
5,7,5,7,5,1,1,1,1,1,1,2,2,1,3,2,2,2,1,1,3,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,
5,7,5,5,1,1,1,1,1,1,1,1,3,1,1,3,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,,,
5,5,4,5,4,5,1,1,1,1,1,2,2,2,2,1,2,6,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
7,5,7,5,5,1,1,1,1,1,1,1,3,1,1,3,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,,,,,,,
5,7,5,5,2,2,1,1,2,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
5,7,5,5,1,1,1,1,1,1,1,1,1,3,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
8,5,5,1,1,1,3,1,1,1,1,3,1,3,2,2,2,2,2,2,6,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,7,5,5,2,2,1,1,1,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
